District,party,white,black,latino,asian,native,other,college,college.rank,white.college,white.college.rank,income.med,income.rank,pop,white.raw,black.raw,hisp.raw,asian.raw,native.raw,other.raw,pop.vap,white.vap,black.vap,hisp.vap,asian.vap,native.vap,other.vap
Virginia 10th,Republican,68.89323056,6.632043844,10.6176232,11.85206589,0.167628553,1.837407957,54.7,12,57,28,114793,2,729821,485656,47803,85608,87651,1255,21848,522584,360025,34658,55486,61937,876,9602
Virginia 11th,Democratic,53.06381568,11.5694154,15.45479055,17.31577759,0.179067175,2.417133614,54.7,12,65.5,11,105031,4,727683,364156,88029,123470,124987,1383,25658,548956,291297,63511,84840,95056,983,13269
Virginia 1st,Republican,72.57270249,15.88510457,6.735369758,2.838512758,0.383463394,1.584847029,,,,,,,729738,512126,117020,57806,20683,2700,19403,543207,394220,86289,36587,15419,2083,8609
Virginia 2nd,Republican,67.53822567,19.01214212,5.8036072,5.228463726,0.349537659,2.068023625,,,,,,,726772,471381,143930,48835,36696,2455,23475,561599,379294,106772,32593,29363,1963,11614
Virginia 3rd,Democratic,46.56133205,44.25939661,4.319166414,2.56342835,0.356333949,1.940342625,,,,,,,725881,314335,334899,35829,17338,2475,21005,551449,256762,244068,23818,14136,1965,10700
Virginia 4th,Democratic,52.0035483,40.29468642,3.884502794,2.002128981,0.396522665,1.41861084,,,,,,,726856,361079,302297,32388,13498,2767,14827,563650,293118,227121,21895,11285,2235,7996
Virginia 5th,Republican,74.60737496,19.96646953,2.628119978,1.59278416,0.214483559,0.990767806,26.5,253,30.3,252,50612,270,727430,531419,148300,22992,11196,1543,11980,574403,428547,114688,15096,9149,1232,5691
Virginia 6th,Republican,83.69346216,10.16170878,3.474940551,1.397972617,0.239542704,1.032373184,26.2,258,27.6,302,49220,296,727451,593604,78117,31032,10464,1695,12539,572758,479361,58202,19903,8007,1372,5913
Virginia 7th,Republican,71.57204751,17.47039577,5.276737396,4.136609786,0.243146481,1.301063055,,,,,,,726234,504560,128464,44586,30782,1757,16085,544939,390024,95203,28755,22542,1325,7090
Virginia 8th,Democratic,56.42350795,13.04341067,17.0412619,11.09155416,0.201058494,2.199206821,59.6,5,75.8,2,100644,8,725805,388871,98510,135375,79777,1464,21808,578936,326656,75513,98658,64213,1164,12732
Virginia 9th,Republican,91.31681445,4.956690934,1.577455349,1.195316534,0.166704852,0.787017881,20.7,359,20.5,406,42174,386,727353,659263,36335,13904,8287,1185,8379,584866,534081,28990,9226,6991,975,4603
Washington 10th,Democratic,73.80626149,5.53966949,7.684089709,8.058603694,1.196220705,3.715154909,26.3,256,28.7,283,56564,191,670187,467018,38279,65775,52709,8249,38157,503586,371678,27897,38696,40582,6024,18709
Washington 1st,Democratic,80.41529878,1.11958155,6.701931352,8.442452327,1.03942857,2.281307419,43.1,51,42.1,106,86349,27,674432,523434,7624,56464,56676,7369,22865,507779,408332,5685,34031,42869,5278,11584
Washington 2nd,Democratic,78.29446662,2.256455095,7.466358341,8.041976814,1.318246837,2.62249629,31,166,31.8,229,65000,117,670285,501575,16182,63509,53872,9426,25721,521526,408326,11768,38939,41941,6875,13677
Washington 3rd,Republican,86.23039229,1.270551579,5.914006271,3.421388347,0.964140798,2.199520712,24.3,294,25.2,340,57331,181,672909,560073,9267,52314,23188,6514,21553,503246,433951,6394,29762,17218,4852,11069
Washington 4th,Republican,64.1096237,0.935596079,29.50036893,1.645831137,2.329925161,1.478655002,20.6,362,27.1,309,52351,238,674022,385893,6091,243016,10191,16159,12672,474350,304104,4438,139935,7807,11052,7014
Washington 5th,Republican,87.85304772,1.408353416,4.407340323,2.542135478,1.5890985,2.20002456,28.2,227,28.8,282,47053,329,672569,576435,9749,37109,16753,11606,20917,521176,457869,7340,22970,13249,8282,11466
Washington 6th,Democratic,81.90433417,3.490285473,5.12333751,4.345495992,1.964417808,3.172129044,28.8,215,30,256,58410,172,671684,529097,24025,44157,28866,14196,31343,529928,434034,18496,27150,23028,10410,16810
Washington 7th,Democratic,74.94775478,3.995388984,6.276851921,10.85798848,0.688293181,3.233722653,59.4,7,63.4,16,80119,42,673562,488552,29478,49261,72209,4548,29514,565602,423906,22598,35502,61413,3893,18290
Washington 8th,Republican,79.45773109,2.18170519,7.733095443,7.294869996,0.945412265,2.387186015,33.3,138,33.6,199,77320,54,674421,511676,15920,65188,50319,6628,24690,498830,396359,10883,38575,36389,4716,11908
Washington 9th,Democratic,53.70550484,10.18595685,9.821855005,22.45307572,0.617213528,3.216394058,41.3,63,47.2,71,71947,74,670469,333051,72988,78997,149634,4040,31759,517163,277745,52678,50795,116119,3192,16634
West Virginia 1st,Republican,95.58134223,1.691989578,0.850138355,0.845893727,0.174838249,0.855797859,22.5,329,22.2,391,44180,361,619988,588766,10835,5981,5205,1051,8150,494743,472882,8371,4206,4185,865,4234
West Virginia 2nd,Republican,92.48681572,4.258585258,1.511962828,0.60123631,0.230054388,0.911345498,21.5,348,21.1,403,47045,330,616892,565040,26323,11409,3586,1313,9221,484668,448254,20640,7328,2914,1115,4417
West Virginia 3rd,Republican,93.72640976,3.930147172,0.664383491,0.623450886,0.189647548,0.865961145,14.5,425,14.2,434,35913,422,616114,572450,24964,4878,3881,1129,8812,486165,455665,19107,3230,3031,922,4210
Wisconsin 1st,Republican,85.74815236,4.736656128,6.885959418,1.484844009,0.294276564,0.850111522,26.9,245,28.5,289,62206,137,710691,585985,37287,63222,11134,2068,10995,534871,458642,25335,36831,7942,1574,4547
Wisconsin 2nd,Democratic,86.91564624,3.723406192,4.606741164,3.359840665,0.315502784,1.078862952,40,76,41.4,116,61224,151,710345,597245,31406,41439,24456,2376,13423,549282,477412,20452,25304,18455,1733,5926
Wisconsin 3rd,Democratic,94.56763811,0.924599698,1.634621463,1.667313892,0.566608567,0.639218272,24.5,291,24.9,344,51219,259,710632,662405,6845,14972,14277,4323,7810,553645,523569,5119,9050,9231,3137,3539
Wisconsin 4th,Democratic,51.47108176,30.42517409,12.90871857,3.153434876,0.557352167,1.484238546,27.2,241,40.2,128,40748,401,710923,315018,240943,110485,24210,3917,16350,524444,269937,159563,67699,16538,2923,7784
Wisconsin 5th,Republican,91.68745153,1.408748803,3.855676687,2.064498472,0.296674725,0.686949779,35.9,110,36,173,66777,101,711328,636934,11589,35609,16161,2234,8801,548075,502516,7721,21132,11315,1626,3765
Wisconsin 6th,Republican,92.98911475,1.549019928,2.793463405,1.651573978,0.438168984,0.578658956,24.6,289,25.1,341,56326,196,711209,647963,10776,27092,14832,3044,7502,550929,512304,8534,15390,9099,2414,3188
Wisconsin 7th,Republican,94.49570108,0.49957714,1.305476352,1.154781236,1.742218196,0.802245997,22.3,334,22.6,381,51863,248,711417,661125,4157,12549,10541,13985,9060,547463,517329,2735,7147,6322,9538,4392
Wisconsin 8th,Republican,91.3098917,0.940449344,3.205174606,1.653349666,2.129606429,0.761528253,25.7,271,26.3,319,56137,199,710441,631736,7895,30688,14006,16564,9552,538785,491964,5067,17269,8908,11474,4103
Wyoming At-Large,Republican,87.92828053,0.762451427,7.48907114,0.877344567,1.813069795,1.129782544,26.2,258,27.9,297,60214,157,563626,483874,4351,50231,4644,11784,8742,428224,376530,3265,32070,3757,7764,4838
